,iht5,kziht5,iht10,kziht10,iht20,kziht20,iht50,kziht50,iht100,kziht100,iht150,kziht150,iht200,kziht200,iht250,kziht250
165,0.0,3.2386714855295197e-15,1.526540924975878e-19,2.8059869552555533e-15,2.961626290377048e-19,2.2906999379055518e-15,3.480651915807249e-18,1.8065903204727856e-15,2.7308300910639975e+41,1.6825290161002057e-15,4.819376325369035e+55,2.171591985360859e-15,5.300629138431703e+64,7.923649515545894e-13,2.6038278153160844e+69,4.803587100008616e-10
166,0.0,3.2384999119496284e-15,1.526540924975878e-19,2.8032043505563334e-15,2.961626290377048e-19,2.288607494833865e-15,3.358016185902151e-18,1.804437206832753e-15,5.025037458271463e+41,1.6812759518450529e-15,1.0920545321347715e+56,2.0884090972775595e-15,1.355813737924077e+65,6.720135623489018e-13,7.100856112220503e+69,4.198241397401198e-10
167,0.0,3.2370330687974264e-15,1.526540924975878e-19,2.8007858653971014e-15,2.961626290377048e-19,2.288933603373655e-15,3.3186424272723234e-18,1.803426291398702e-15,9.247366344227917e+41,1.6779010643851913e-15,2.4746487971663993e+56,2.0252076994245848e-15,3.4680082419671824e+65,5.690441559264204e-13,1.936610263915383e+70,3.6773526355456915e-10
168,0.0,3.2324822880855947e-15,1.526540924975878e-19,2.8021358564854505e-15,2.961626290377048e-19,2.2893970179839443e-15,3.3168044156884513e-18,1.8033765043405442e-15,1.7018856887870532e+42,1.6774877894099847e-15,5.607871202434414e+56,1.9685352067525747e-15,8.870894615496443e+65,4.828322851216145e-13,5.282092465181195e+70,3.222632681629063e-10
169,0.0,3.2317576667944735e-15,1.526540924975878e-19,2.8008460366543392e-15,2.961626290377048e-19,2.2866273925199798e-15,3.606503669762953e-18,1.8032805416565084e-15,3.132389144793956e+42,1.673332068228158e-15,1.270858419560644e+57,1.9184004142227997e-15,2.269141954082449e+66,4.1054328846223397e-13,1.440791807505647e+71,2.824213370860845e-10
170,0.0,3.231857256196263e-15,1.526540924975878e-19,2.799311536006386e-15,2.961626290377048e-19,2.283592212624378e-15,3.599394736457181e-18,1.80445663460201e-15,5.76571910537194e+42,1.6699763446405686e-15,2.880119338717978e+57,1.8867785999913376e-15,5.8044704714165936e+66,3.4847118876813544e-13,3.9303131049754536e+71,2.475900747090201e-10
171,0.0,3.2309961786765976e-15,1.526540924975878e-19,2.798609677242722e-15,2.961626290377048e-19,2.285090666382356e-15,3.642832469694702e-18,1.7997423724595294e-15,1.0613610644589328e+43,1.6663117160663853e-15,6.527358692715513e+57,1.857528851336016e-15,1.4848069783771179e+67,2.955471885369178e-13,1.0722177774587544e+72,2.1729335181690368e-10
172,0.0,3.229775736359867e-15,1.526540924975878e-19,2.7950388880076947e-15,2.961626290377048e-19,2.2831554352624894e-15,3.952299539456451e-18,1.7995552399543037e-15,1.9539083401339756e+43,1.6645755256389195e-15,1.479372991128096e+58,1.8378198128505004e-15,3.798250593279516e+67,2.5022017827443693e-13,2.9252841554201805e+72,1.9080267531964795e-10
173,0.0,3.226265776603295e-15,1.526540924975878e-19,2.7946105084988846e-15,2.961626290377048e-19,2.2796286455373805e-15,3.2580775187173996e-18,1.7993282590265097e-15,3.597295025215886e+43,1.666697534894452e-15,3.352977581588112e+58,1.8129164816167986e-15,9.716351678251213e+67,2.1172113564664924e-13,7.98144637192878e+72,1.6743787234459797e-10
174,0.0,3.224933818449837e-15,1.526540924975878e-19,2.7914601310820483e-15,2.961626290377048e-19,2.2772598398414526e-15,3.4141296460293047e-18,1.799372968873195e-15,6.623358203611037e+43,1.663379685637143e-15,7.599691000492342e+58,1.7981527845193294e-15,2.4855849930532284e+68,1.7966928451604613e-13,2.1778247537266368e+73,1.4699836430200516e-10
175,0.0,3.2248856929325228e-15,1.526540924975878e-19,2.790140636384757e-15,2.961626290377048e-19,2.275706885825383e-15,3.25312032985405e-18,1.8017751398323335e-15,1.2195798302254712e+44,1.6627813137152912e-15,1.7225550864769665e+59,1.78212038115769e-15,6.358571883483297e+68,1.5230388566491745e-13,5.942803483549336e+73,1.2934742928264116e-10
176,0.0,3.2204564622776644e-15,1.526540924975878e-19,2.7862443636316794e-15,2.961626290377048e-19,2.2702689575561057e-15,3.3322576598004618e-18,1.7993294288840644e-15,2.2458023102788823e+44,1.6616137256441478e-15,3.9044673860924467e+59,1.764938415548907e-15,1.6266567803787478e+69,1.2900680940585494e-13,1.621758774955146e+74,1.1358553924077709e-10
177,0.0,3.2206649521698787e-15,1.526540924975878e-19,2.7822472362311345e-15,2.961626290377048e-19,2.270913684929044e-15,3.239495489746551e-18,1.797803305321956e-15,4.135819924809847e+44,1.6634706328620253e-15,8.850373220914444e+59,1.7499634549867307e-15,4.1613807497613964e+69,1.0971271059926874e-13,4.4259545170290395e+74,9.967257212580253e-11
178,0.0,3.2183304114485946e-15,1.526540924975878e-19,2.7817495019869962e-15,2.961626290377048e-19,2.269987155420567e-15,3.1427180704710184e-18,1.7959706133376963e-15,7.616931273854208e+44,1.6613517775214524e-15,2.0061901852194025e+60,1.736397805630568e-15,1.0645939136924752e+70,9.33160981235113e-14,1.2079607176574047e+75,8.749698292279161e-11
179,0.0,3.216922369884638e-15,1.526540924975878e-19,2.7831989419139775e-15,2.961626290377048e-19,2.269612186951718e-15,3.1103994647660614e-18,1.796080077685214e-15,1.4028986365314543e+45,1.6549423202382695e-15,4.547712343002922e+60,1.7234189481880854e-15,2.72354983106166e+70,7.910785305108433e-14,3.297032581539363e+75,7.657292250842495e-11
180,0.0,3.2125546019144815e-15,1.526540924975878e-19,2.782801183048882e-15,2.961626290377048e-19,2.2717320252588737e-15,3.1959515019523336e-18,1.7927487912554493e-15,2.5840440840255444e+45,1.651845750256503e-15,1.0309174533427284e+61,1.7094531795259078e-15,6.967730155877786e+70,6.719126577833982e-14,8.999484486864707e+75,6.719320011149344e-11
181,0.0,3.2101872437451013e-15,1.526540924975878e-19,2.7823005170479012e-15,2.961626290377048e-19,2.2690083088340325e-15,3.2075552311577554e-18,1.792779674228905e-15,4.759928729389824e+45,1.6508080153742307e-15,2.3370310564749635e+61,1.702941298725241e-15,1.7825913989314218e+71,5.720163180388301e-14,2.4566054549953898e+76,5.8985617274674e-11
182,0.0,3.2094927484856516e-15,1.526540924975878e-19,2.7802438134932872e-15,2.961626290377048e-19,2.2662154354703264e-15,3.63900447971449e-18,1.794964824003967e-15,8.768542929008045e+45,1.645590673609158e-15,5.298030300894597e+61,1.6908315315136908e-15,4.560543663978924e+71,4.849988432561668e-14,6.706192423477144e+76,5.1841969496277534e-11
183,0.0,3.2095883363083953e-15,1.526540924975878e-19,2.7805359668950533e-15,2.961626290377048e-19,2.2659399336584134e-15,3.639746500810277e-18,1.794116810666981e-15,1.6154012636386437e+46,1.6441317975423626e-15,1.201084170944969e+62,1.6850378702323734e-15,1.166770942836546e+72,4.112274605547262e-14,1.830791459303094e+77,4.5405214698676655e-11
184,0.0,3.2095382846236684e-15,1.526540924975878e-19,2.778961999990483e-15,2.961626290377048e-19,2.263978949244733e-15,3.958967906457521e-18,1.79303978909765e-15,2.976178446261152e+46,1.642155857567021e-15,2.722959618719051e+62,1.6775339828278377e-15,2.985098184485072e+72,3.497298537561156e-14,4.998313317464163e+77,3.991109967792811e-11
185,0.0,3.2081373782400424e-15,1.526540924975878e-19,2.7773033706340586e-15,2.961626290377048e-19,2.2638937456283738e-15,3.4124672306541592e-18,1.7925320311281638e-15,5.483560590883805e+46,1.6402991242069988e-15,6.173300546843437e+62,1.66879026570965e-15,7.637223898067052e+72,2.9762229066834335e-14,1.364675148978565e+78,3.5058240045083726e-11
186,0.0,3.205123501681374e-15,1.526540924975878e-19,2.778221806738509e-15,2.961626290377048e-19,2.2579300510484013e-15,3.8106730370916506e-18,1.79274888622084e-15,1.0103946344404087e+47,1.638034781803884e-15,1.399593206592803e+63,1.6589233927438114e-15,1.9539622833912106e+73,2.535061800330161e-14,3.726111003087608e+78,3.078032521536002e-11
187,0.0,3.203063486904777e-15,1.526540924975878e-19,2.7749424822802936e-15,2.961626290377048e-19,2.2554643351886807e-15,3.1763616147233237e-18,1.790373512005915e-15,1.8618457737030965e+47,1.641536240170492e-15,3.173175896333762e+63,1.65338455227858e-15,4.9991992891559096e+73,2.164062139263716e-14,1.0174252154725925e+79,2.7029833097111233e-11
